id,year,month,day,births
7051,1978,3,25,3788
7052,1978,3,25,4099
7053,1978,3,26,3729
7054,1978,3,26,3866
7055,1978,3,27,4542
7056,1978,3,27,4571
7057,1978,3,28,4516
7058,1978,3,28,4787
7059,1978,3,29,4505
7060,1978,3,29,4701
7061,1978,3,30,4428
7062,1978,3,30,4489
7063,1978,3,31,4663
7064,1978,3,31,4667
7065,1978,4,1,3990
7066,1978,4,1,4091
7067,1978,4,2,3806
7068,1978,4,2,3893
7069,1978,4,3,4426
7070,1978,4,3,4701
7071,1978,4,4,4520
7072,1978,4,4,4930
7073,1978,4,5,4288
7074,1978,4,5,4572
7075,1978,4,6,4285
7076,1978,4,6,4696
7077,1978,4,7,4385
7078,1978,4,7,4702
7079,1978,4,8,3831
7080,1978,4,8,4072
7081,1978,4,9,3696
7082,1978,4,9,3767
7083,1978,4,10,4313
7084,1978,4,10,4568
7085,1978,4,11,4419
7086,1978,4,11,4615
7087,1978,4,12,4221
7088,1978,4,12,4398
7089,1978,4,13,4263
7090,1978,4,13,4471
7091,1978,4,14,4536
7092,1978,4,14,4492
7093,1978,4,15,3631
7094,1978,4,15,3902
7095,1978,4,16,3526
7096,1978,4,16,3675
7097,1978,4,17,4200
7098,1978,4,17,4513
7099,1978,4,18,4512
7100,1978,4,18,4703
7101,1978,4,19,4198
7102,1978,4,19,4530
7103,1978,4,20,4114
7104,1978,4,20,4480
7105,1978,4,21,4339
7106,1978,4,21,4563
7107,1978,4,22,3700
7108,1978,4,22,4097
7109,1978,4,23,3433
7110,1978,4,23,3882
7111,1978,4,24,4400
7112,1978,4,24,4631
7113,1978,4,25,4466
7114,1978,4,25,4626
7115,1978,4,26,4416
7116,1978,4,26,4611
7117,1978,4,27,4280
7118,1978,4,27,4579
7119,1978,4,28,4504
7120,1978,4,28,4551
7121,1978,4,29,3747
7122,1978,4,29,4017
7123,1978,4,30,3479
7124,1978,4,30,3673
7125,1978,4,31,2
7126,1978,4,31,2
7127,1978,4,99,2
7128,1978,4,99,2
7129,1978,5,1,4291
7130,1978,5,1,4616
7131,1978,5,2,4561
7132,1978,5,2,4865
7133,1978,5,3,4410
7134,1978,5,3,4653
7135,1978,5,4,4102
7136,1978,5,4,4578
7137,1978,5,5,4445
7138,1978,5,5,4661
7139,1978,5,6,3747
7140,1978,5,6,3983
7141,1978,5,7,3639
7142,1978,5,7,3759
7143,1978,5,8,4389
7144,1978,5,8,4607
7145,1978,5,9,4584
7146,1978,5,9,4733
7147,1978,5,10,4645
7148,1978,5,10,4643
7149,1978,5,11,4267
7150,1978,5,11,4647
7151,1978,5,12,4352
7152,1978,5,12,4629
7153,1978,5,13,3817
7154,1978,5,13,3950
7155,1978,5,14,3630
7156,1978,5,14,3760
7157,1978,5,15,4426
7158,1978,5,15,4786
7159,1978,5,16,4441
7160,1978,5,16,4771
7161,1978,5,17,4340
7162,1978,5,17,4587
7163,1978,5,18,4318
7164,1978,5,18,4742
7165,1978,5,19,4379
7166,1978,5,19,4639
7167,1978,5,20,3881
7168,1978,5,20,4197
7169,1978,5,21,3691
7170,1978,5,21,3889
7171,1978,5,22,4279
7172,1978,5,22,4823
7173,1978,5,23,4518
7174,1978,5,23,4703
7175,1978,5,24,4477
7176,1978,5,24,4731
7177,1978,5,25,4456
7178,1978,5,25,4737
7179,1978,5,26,4547
7180,1978,5,26,4985
7181,1978,5,27,3902
7182,1978,5,27,4119
7183,1978,5,28,3807
7184,1978,5,28,3990
7185,1978,5,29,3775
7186,1978,5,29,4018
7187,1978,5,30,4554
7188,1978,5,30,5083
7189,1978,5,31,4585
7190,1978,5,31,5028
7191,1978,5,99,4
7192,1978,5,99,2
7193,1978,6,1,4612
7194,1978,6,1,4838
7195,1978,6,2,4386
7196,1978,6,2,4927
7197,1978,6,3,3836
7198,1978,6,3,4146
7199,1978,6,4,3617
7200,1978,6,4,3791
7201,1978,6,5,4459
7202,1978,6,5,4677
7203,1978,6,6,4655
7204,1978,6,6,4958
7205,1978,6,7,4520
7206,1978,6,7,4828
7207,1978,6,8,4510
7208,1978,6,8,4580
7209,1978,6,9,4527
7210,1978,6,9,4847
7211,1978,6,10,3930
7212,1978,6,10,4118
7213,1978,6,11,3628
7214,1978,6,11,3956
7215,1978,6,12,4437
7216,1978,6,12,4771
7217,1978,6,13,4631
7218,1978,6,13,4638
7219,1978,6,14,4315
7220,1978,6,14,4919
7221,1978,6,15,4552
7222,1978,6,15,4631
7223,1978,6,16,4594
7224,1978,6,16,4768
7225,1978,6,17,4056
7226,1978,6,17,4188
7227,1978,6,18,3710
7228,1978,6,18,4084
7229,1978,6,19,4560
7230,1978,6,19,4993
7231,1978,6,20,4697
7232,1978,6,20,4986
7233,1978,6,21,4555
7234,1978,6,21,4723
7235,1978,6,22,4558
7236,1978,6,22,4853
7237,1978,6,23,4657
7238,1978,6,23,4944
7239,1978,6,24,3905
7240,1978,6,24,4227
7241,1978,6,25,3909
7242,1978,6,25,4193
7243,1978,6,26,4514
7244,1978,6,26,4839
7245,1978,6,27,4822
7246,1978,6,27,5036
7247,1978,6,28,4670
7248,1978,6,28,5039
7249,1978,6,29,4637
7250,1978,6,29,5004
7251,1978,6,30,4927
7252,1978,6,30,5171
7253,1978,6,31,3
7254,1978,6,99,4
7255,1978,6,99,4
7256,1978,7,1,3954
7257,1978,7,1,4264
7258,1978,7,2,3851
7259,1978,7,2,4140
7260,1978,7,3,4480
7261,1978,7,3,4814
7262,1978,7,4,4023
7263,1978,7,4,4425
7264,1978,7,5,4782
7265,1978,7,5,4907
7266,1978,7,6,4900
7267,1978,7,6,5304
7268,1978,7,7,4989
7269,1978,7,7,5266
7270,1978,7,8,4256
7271,1978,7,8,4535
7272,1978,7,9,3933
7273,1978,7,9,4179
7274,1978,7,10,4727
7275,1978,7,10,5160
7276,1978,7,11,4794
7277,1978,7,11,5074
7278,1978,7,12,4816
7279,1978,7,12,4900
7280,1978,7,13,4773
7281,1978,7,13,5222
7282,1978,7,14,5060
7283,1978,7,14,5389
7284,1978,7,15,4280
7285,1978,7,15,4590
7286,1978,7,16,4139
7287,1978,7,16,4287
7288,1978,7,17,4821
7289,1978,7,17,5216
7290,1978,7,18,4995
7291,1978,7,18,5381
7292,1978,7,19,4867
7293,1978,7,19,5158
7294,1978,7,20,5049
7295,1978,7,20,5352
7296,1978,7,21,4931
7297,1978,7,21,5411
7298,1978,7,22,4419
7299,1978,7,22,4663
7300,1978,7,23,4133
7301,1978,7,23,4444
7302,1978,7,24,4898
7303,1978,7,24,5079
7304,1978,7,25,5009
7305,1978,7,25,5352
7306,1978,7,26,4989
7307,1978,7,26,5122
7308,1978,7,27,5008
7309,1978,7,27,5198
7310,1978,7,28,5093
7311,1978,7,28,5231
7312,1978,7,29,4256
7313,1978,7,29,4439
7314,1978,7,30,4104
7315,1978,7,30,4390
7316,1978,7,31,4851
7317,1978,7,31,5051
7318,1978,7,99,3
7319,1978,8,1,4909
7320,1978,8,1,5255
7321,1978,8,2,4753
7322,1978,8,2,5085
7323,1978,8,3,4971
7324,1978,8,3,5173
7325,1978,8,4,4922
7326,1978,8,4,5141
7327,1978,8,5,4297
7328,1978,8,5,4460
7329,1978,8,6,4074
7330,1978,8,6,4382
7331,1978,8,7,4929
7332,1978,8,7,5290
7333,1978,8,8,5040
7334,1978,8,8,5420
7335,1978,8,9,4993
7336,1978,8,9,5170
7337,1978,8,10,5148
7338,1978,8,10,5159
7339,1978,8,11,4936
7340,1978,8,11,5248
7341,1978,8,12,4317
7342,1978,8,12,4649
7343,1978,8,13,4175
7344,1978,8,13,4372
7345,1978,8,14,4912
7346,1978,8,14,5233
7347,1978,8,15,5021
7348,1978,8,15,5499
7349,1978,8,16,4901
7350,1978,8,16,5171
7351,1978,8,17,5132
7352,1978,8,17,5268
7353,1978,8,18,5020
7354,1978,8,18,5357
7355,1978,8,19,4260
7356,1978,8,19,4667
7357,1978,8,20,4155
7358,1978,8,20,4338
7359,1978,8,21,4801
7360,1978,8,21,5186
7361,1978,8,22,4952
7362,1978,8,22,5289
7363,1978,8,23,4833
7364,1978,8,23,5081
7365,1978,8,24,4957
7366,1978,8,24,5211
7367,1978,8,25,5074
7368,1978,8,25,5112
7369,1978,8,26,4271
7370,1978,8,26,4531
7371,1978,8,27,4134
7372,1978,8,27,4337
7373,1978,8,28,4857
7374,1978,8,28,5159
7375,1978,8,29,4979
7376,1978,8,29,5421
7377,1978,8,30,4948
7378,1978,8,30,5133
7379,1978,8,31,4849
7380,1978,8,31,5017
7381,1978,8,99,2
7382,1978,8,99,8
7383,1978,9,1,4818
7384,1978,9,1,5315
7385,1978,9,2,4217
7386,1978,9,2,4374
7387,1978,9,3,4066
7388,1978,9,3,4300
7389,1978,9,4,4152
7390,1978,9,4,4340
7391,1978,9,5,4876
7392,1978,9,5,5168
7393,1978,9,6,5255
7394,1978,9,6,5465
7395,1978,9,7,4944
7396,1978,9,7,5365
7397,1978,9,8,4976
7398,1978,9,8,5408
7399,1978,9,9,4456
7400,1978,9,9,4579
7401,1978,9,10,4241
7402,1978,9,10,4409
7403,1978,9,11,5032
7404,1978,9,11,5133
7405,1978,9,12,5177
7406,1978,9,12,5262
7407,1978,9,13,4948
7408,1978,9,13,5222
7409,1978,9,14,5044
7410,1978,9,14,5235
7411,1978,9,15,4991
7412,1978,9,15,5292
7413,1978,9,16,4417
7414,1978,9,16,4770
7415,1978,9,17,4250
7416,1978,9,17,4475
7417,1978,9,18,4960
7418,1978,9,18,5364
7419,1978,9,19,5332
7420,1978,9,19,5396
7421,1978,9,20,5121
7422,1978,9,20,5383
7423,1978,9,21,5107
7424,1978,9,21,5411
7425,1978,9,22,5048
7426,1978,9,22,5322
7427,1978,9,23,4282
7428,1978,9,23,4469
7429,1978,9,24,4288
7430,1978,9,24,4373
7431,1978,9,25,5088
7432,1978,9,25,5346
7433,1978,9,26,5173
7434,1978,9,26,5345
7435,1978,9,27,5113
7436,1978,9,27,5246
7437,1978,9,28,4968
7438,1978,9,28,5230
7439,1978,9,29,5157
7440,1978,9,29,5229
7441,1978,9,30,4226
7442,1978,9,30,4437
7443,1978,9,31,2
7444,1978,9,31,3
7445,1978,9,99,2
7446,1978,9,99,5
7447,1978,10,1,4214
7448,1978,10,1,4487
7449,1978,10,2,4922
7450,1978,10,2,5027
7451,1978,10,3,5140
7452,1978,10,3,5248
7453,1978,10,4,4938
7454,1978,10,4,5007
7455,1978,10,5,4844
7456,1978,10,5,5120
7457,1978,10,6,4910
7458,1978,10,6,5156
7459,1978,10,7,4243
7460,1978,10,7,4380
7461,1978,10,8,4181
7462,1978,10,8,4210
7463,1978,10,9,4891
7464,1978,10,9,4893
7465,1978,10,10,5110
7466,1978,10,10,5251
7467,1978,10,11,4832
7468,1978,10,11,5061
7469,1978,10,12,4828
7470,1978,10,12,5006
7471,1978,10,13,4663
7472,1978,10,13,5114
7473,1978,10,14,4165
7474,1978,10,14,4401
7475,1978,10,15,3942
7476,1978,10,15,3948
7477,1978,10,16,4638
7478,1978,10,16,4909
7479,1978,10,17,4988
7480,1978,10,17,4968
7481,1978,10,18,4655
7482,1978,10,18,4754
7483,1978,10,19,4653
7484,1978,10,19,4861
7485,1978,10,20,4808
7486,1978,10,20,4836
7487,1978,10,21,4134
7488,1978,10,21,4289
7489,1978,10,22,3960
7490,1978,10,22,3989
7491,1978,10,23,4628
7492,1978,10,23,4808
7493,1978,10,24,4703
7494,1978,10,24,4885
7495,1978,10,25,4594
7496,1978,10,25,4744
7497,1978,10,26,4648
7498,1978,10,26,4867
7499,1978,10,27,4682
7500,1978,10,27,4869
7501,1978,10,28,4154
7502,1978,10,28,4271
7503,1978,10,29,3877
7504,1978,10,29,4291
7505,1978,10,30,4586
7506,1978,10,30,4886
7507,1978,10,31,4503
7508,1978,10,31,4846
7509,1978,10,99,2
7510,1978,10,99,8
7511,1978,11,1,4486
7512,1978,11,1,4854
7513,1978,11,2,4528
7514,1978,11,2,4733
7515,1978,11,3,4729
7516,1978,11,3,5058
7517,1978,11,4,4118
7518,1978,11,4,4145
7519,1978,11,5,3774
7520,1978,11,5,4253
7521,1978,11,6,4596
7522,1978,11,6,4930
7523,1978,11,7,4790
7524,1978,11,7,4999
7525,1978,11,8,4670
7526,1978,11,8,4854
7527,1978,11,9,4687
7528,1978,11,9,4935
7529,1978,11,10,4689
7530,1978,11,10,4984
7531,1978,11,11,4083
7532,1978,11,11,4284
7533,1978,11,12,3905
7534,1978,11,12,4081
7535,1978,11,13,4676
7536,1978,11,13,4953
7537,1978,11,14,4866
7538,1978,11,14,5165
7539,1978,11,15,4674
7540,1978,11,15,4877
7541,1978,11,16,4731
7542,1978,11,16,4847
7543,1978,11,17,4726
7544,1978,11,17,5130
7545,1978,11,18,4028
7546,1978,11,18,4417
7547,1978,11,19,3832
7548,1978,11,19,4045
7549,1978,11,20,4605
7550,1978,11,20,4998
7551,1978,11,21,4847
7552,1978,11,21,5114
7553,1978,11,22,4615
7554,1978,11,22,4951
7555,1978,11,23,3860
7556,1978,11,23,4066
7557,1978,11,24,4363
7558,1978,11,24,4690
7559,1978,11,25,4045
7560,1978,11,25,4245
7561,1978,11,26,3976
7562,1978,11,26,4105
7563,1978,11,27,4845
7564,1978,11,27,4990
7565,1978,11,28,4866
7566,1978,11,28,4960
7567,1978,11,29,4575
7568,1978,11,29,4877
7569,1978,11,30,4521
7570,1978,11,30,4889
7571,1978,11,31,2
7572,1978,11,31,3
7573,1978,11,99,2
7574,1978,11,99,1
7575,1978,12,1,4779
7576,1978,12,1,4835
7577,1978,12,2,4247
7578,1978,12,2,4297
7579,1978,12,3,4087
7580,1978,12,3,4124
7581,1978,12,4,4836
7582,1978,12,4,4943
7583,1978,12,5,4884
7584,1978,12,5,5011
7585,1978,12,6,4622
7586,1978,12,6,4797
7587,1978,12,7,4660
7588,1978,12,7,4837
7589,1978,12,8,4488
7590,1978,12,8,4929
7591,1978,12,9,4084
7592,1978,12,9,4263
7593,1978,12,10,3894
7594,1978,12,10,4210
7595,1978,12,11,4786
7596,1978,12,11,4911
7597,1978,12,12,4947
7598,1978,12,12,5125
7599,1978,12,13,4668
7600,1978,12,13,4864
7601,1978,12,14,4707
7602,1978,12,14,4832
7603,1978,12,15,4763
7604,1978,12,15,5200
7605,1978,12,16,4163
7606,1978,12,16,4359
7607,1978,12,17,4039
7608,1978,12,17,4147
7609,1978,12,18,5142
7610,1978,12,18,5071
7611,1978,12,19,5181
7612,1978,12,19,5436
7613,1978,12,20,4835
7614,1978,12,20,5170
7615,1978,12,21,4615
7616,1978,12,21,4803
7617,1978,12,22,4465
7618,1978,12,22,4563
7619,1978,12,23,3883
7620,1978,12,23,4069
7621,1978,12,24,3858
7622,1978,12,24,4116
7623,1978,12,25,3846
7624,1978,12,25,4014
7625,1978,12,26,4287
7626,1978,12,26,4624
7627,1978,12,27,4904
7628,1978,12,27,5020
7629,1978,12,28,4979
7630,1978,12,28,5211
7631,1978,12,29,5097
7632,1978,12,29,5316
7633,1978,12,30,4168
7634,1978,12,30,4319
7635,1978,12,31,3836
7636,1978,12,31,4202
7637,1978,12,99,10
7638,1978,12,99,2
7639,1979,1,1,4016
7640,1979,1,1,4205
7641,1979,1,2,4245
7642,1979,1,2,4610
7643,1979,1,3,4522
7644,1979,1,3,4829
7645,1979,1,4,4612
7646,1979,1,4,4817
7647,1979,1,5,4689
7648,1979,1,5,4897
7649,1979,1,6,4117
7650,1979,1,6,4453
7651,1979,1,7,3861
7652,1979,1,7,4152
7653,1979,1,8,4704
7654,1979,1,8,4820
7655,1979,1,9,4535
7656,1979,1,9,4775
7657,1979,1,10,4548
7658,1979,1,10,4868
7659,1979,1,11,4590
7660,1979,1,11,4819
7661,1979,1,12,4757
7662,1979,1,12,4913
7663,1979,1,13,4212
7664,1979,1,13,4437
7665,1979,1,14,4039
7666,1979,1,14,4134
7667,1979,1,15,4626
7668,1979,1,15,4928
7669,1979,1,16,4697
7670,1979,1,16,5108
7671,1979,1,17,4655
7672,1979,1,17,4858
7673,1979,1,18,4664
7674,1979,1,18,4831
7675,1979,1,19,4765
7676,1979,1,19,5110
7677,1979,1,20,4082
7678,1979,1,20,4396
7679,1979,1,21,3888
7680,1979,1,21,4131
7681,1979,1,22,4732
7682,1979,1,22,4973
7683,1979,1,23,4741
7684,1979,1,23,5053
7685,1979,1,24,4657
7686,1979,1,24,4899
7687,1979,1,25,4680
7688,1979,1,25,4976
7689,1979,1,26,4758
7690,1979,1,26,5051
7691,1979,1,27,4041
7692,1979,1,27,4331
7693,1979,1,28,4034
7694,1979,1,28,4201
7695,1979,1,29,4768
7696,1979,1,29,4964
7697,1979,1,30,4545
7698,1979,1,30,4975
7699,1979,1,31,4767
7700,1979,1,31,4809
7701,1979,2,1,4487
7702,1979,2,1,4848
7703,1979,2,2,4810
7704,1979,2,2,5085
7705,1979,2,3,4116
7706,1979,2,3,4472
7707,1979,2,4,3967
7708,1979,2,4,4226
7709,1979,2,5,4733
7710,1979,2,5,4829
7711,1979,2,6,4801
7712,1979,2,6,5034
7713,1979,2,7,4682
7714,1979,2,7,4960
7715,1979,2,8,4604
7716,1979,2,8,4973
7717,1979,2,9,4740
7718,1979,2,9,4935
7719,1979,2,10,4160
7720,1979,2,10,4416
7721,1979,2,11,4074
7722,1979,2,11,4120
7723,1979,2,12,4730
7724,1979,2,12,4933
7725,1979,2,13,4725
7726,1979,2,13,4938
7727,1979,2,14,4872
7728,1979,2,14,5166
7729,1979,2,15,4709
7730,1979,2,15,5016
7731,1979,2,16,4782
7732,1979,2,16,5041
7733,1979,2,17,4172
7734,1979,2,17,4244
7735,1979,2,18,4043
7736,1979,2,18,4152
7737,1979,2,19,4525
7738,1979,2,19,4754
7739,1979,2,20,4962
7740,1979,2,20,5090
7741,1979,2,21,4764
7742,1979,2,21,5012
7743,1979,2,22,4701
7744,1979,2,22,4996
7745,1979,2,23,4891
7746,1979,2,23,5209
7747,1979,2,24,4153
7748,1979,2,24,4472
7749,1979,2,25,4050
7750,1979,2,25,4209
7751,1979,2,26,4627
7752,1979,2,26,4940
7753,1979,2,27,4849
7754,1979,2,27,4902
7755,1979,2,28,4740
7756,1979,2,28,4922
7757,1979,2,99,5
7758,1979,2,99,1
7759,1979,3,1,4776
7760,1979,3,1,5038
7761,1979,3,2,4839
7762,1979,3,2,4914
7763,1979,3,3,4217
7764,1979,3,3,4514
7765,1979,3,4,3967
7766,1979,3,4,4261
7767,1979,3,5,4737
7768,1979,3,5,4960
7769,1979,3,6,4640
7770,1979,3,6,5027
7771,1979,3,7,4657
7772,1979,3,7,4946
7773,1979,3,8,4704
7774,1979,3,8,5075
7775,1979,3,9,4758
7776,1979,3,9,5059
7777,1979,3,10,4113
7778,1979,3,10,4418
7779,1979,3,11,3880
7780,1979,3,11,4050
7781,1979,3,12,4769
7782,1979,3,12,4855
7783,1979,3,13,4668
7784,1979,3,13,4901
7785,1979,3,14,4685
7786,1979,3,14,4944
7787,1979,3,15,4599
7788,1979,3,15,4951
7789,1979,3,16,4695
7790,1979,3,16,4981
7791,1979,3,17,4195
7792,1979,3,17,4338
7793,1979,3,18,3885
7794,1979,3,18,4306
7795,1979,3,19,4729
7796,1979,3,19,4972
7797,1979,3,20,4864
7798,1979,3,20,5246
7799,1979,3,21,4700
7800,1979,3,21,5004
7801,1979,3,22,4563
7802,1979,3,22,5034
7803,1979,3,23,4719
7804,1979,3,23,5060
7805,1979,3,24,4179
7806,1979,3,24,4384
7807,1979,3,25,4020
7808,1979,3,25,4036
7809,1979,3,26,4553
7810,1979,3,26,4961
7811,1979,3,27,4761
7812,1979,3,27,5176
7813,1979,3,28,4790
7814,1979,3,28,5035
7815,1979,3,29,4646
7816,1979,3,29,4976
7817,1979,3,30,4844
7818,1979,3,30,5012
7819,1979,3,31,4212
7820,1979,3,31,4260
7821,1979,3,99,2
7822,1979,3,99,2
7823,1979,4,1,4049
7824,1979,4,1,4077
7825,1979,4,2,4509
7826,1979,4,2,4897
7827,1979,4,3,4589
7828,1979,4,3,5003
7829,1979,4,4,4691
7830,1979,4,4,4836
7831,1979,4,5,4697
7832,1979,4,5,4820
7833,1979,4,6,4628
7834,1979,4,6,4977
7835,1979,4,7,3979
7836,1979,4,7,4151
7837,1979,4,8,3792
7838,1979,4,8,4049
7839,1979,4,9,4743
7840,1979,4,9,4904
7841,1979,4,10,4765
7842,1979,4,10,4924
7843,1979,4,11,4609
7844,1979,4,11,4891
7845,1979,4,12,4757
7846,1979,4,12,4835
7847,1979,4,13,4310
7848,1979,4,13,4760
7849,1979,4,14,4089
7850,1979,4,14,4118
7851,1979,4,15,3697
7852,1979,4,15,3918
7853,1979,4,16,4643
7854,1979,4,16,4706
7855,1979,4,17,4750
7856,1979,4,17,5027
7857,1979,4,18,4592
7858,1979,4,18,4903
7859,1979,4,19,4469
7860,1979,4,19,4779
7861,1979,4,20,4806
7862,1979,4,20,4823
7863,1979,4,21,3974
7864,1979,4,21,4223
7865,1979,4,22,3823
7866,1979,4,22,4098
7867,1979,4,23,4580
7868,1979,4,23,4954
7869,1979,4,24,4711
7870,1979,4,24,5131
7871,1979,4,25,4801
7872,1979,4,25,4834
7873,1979,4,26,4522
7874,1979,4,26,4813
7875,1979,4,27,4589
7876,1979,4,27,4975
7877,1979,4,28,3761
7878,1979,4,28,4192
7879,1979,4,29,3555
7880,1979,4,29,3942
7881,1979,4,30,4532
7882,1979,4,30,4986
7883,1979,4,99,1
7884,1979,5,1,4899
7885,1979,5,1,5197
7886,1979,5,2,4746
7887,1979,5,2,4872
7888,1979,5,3,4673
7889,1979,5,3,4882
7890,1979,5,4,4629
7891,1979,5,4,4954
7892,1979,5,5,3933
7893,1979,5,5,4231
7894,1979,5,6,3850
7895,1979,5,6,4059
7896,1979,5,7,4683
7897,1979,5,7,5069
7898,1979,5,8,4943
7899,1979,5,8,5064
7900,1979,5,9,4696
7901,1979,5,9,5026
7902,1979,5,10,4798
7903,1979,5,10,4980
7904,1979,5,11,4799
7905,1979,5,11,5055
7906,1979,5,12,4080
7907,1979,5,12,4194
7908,1979,5,13,3869
7909,1979,5,13,4200
7910,1979,5,14,4566
7911,1979,5,14,4916
7912,1979,5,15,4805
7913,1979,5,15,4974
7914,1979,5,16,4632
7915,1979,5,16,4907
7916,1979,5,17,4613
7917,1979,5,17,4788
7918,1979,5,18,4655
7919,1979,5,18,4883
7920,1979,5,19,4082
7921,1979,5,19,4268
7922,1979,5,20,3981
7923,1979,5,20,4100
7924,1979,5,21,4727
7925,1979,5,21,5010
7926,1979,5,22,4674
7927,1979,5,22,5098
7928,1979,5,23,4693
7929,1979,5,23,5088
7930,1979,5,24,4716
7931,1979,5,24,5029
7932,1979,5,25,4816
7933,1979,5,25,5042
7934,1979,5,26,4063
7935,1979,5,26,4301
7936,1979,5,27,3899
7937,1979,5,27,4046
7938,1979,5,28,4113
7939,1979,5,28,4281
7940,1979,5,29,4829
7941,1979,5,29,5006
7942,1979,5,30,4848
7943,1979,5,30,5006
7944,1979,5,31,4720
7945,1979,5,31,5003
7946,1979,5,99,2
7947,1979,6,1,4821
7948,1979,6,1,5066
7949,1979,6,2,4196
7950,1979,6,2,4353
7951,1979,6,3,3935
7952,1979,6,3,4255
7953,1979,6,4,4771
7954,1979,6,4,5000
7955,1979,6,5,4795
7956,1979,6,5,5056
7957,1979,6,6,4723
7958,1979,6,6,5118
7959,1979,6,7,4846
7960,1979,6,7,4876
7961,1979,6,8,4598
7962,1979,6,8,4991
7963,1979,6,9,4037
7964,1979,6,9,4294
7965,1979,6,10,3975
7966,1979,6,10,4334
7967,1979,6,11,4643
7968,1979,6,11,4960
7969,1979,6,12,4782
7970,1979,6,12,5038
7971,1979,6,13,4642
7972,1979,6,13,4904
7973,1979,6,14,4708
7974,1979,6,14,5090
7975,1979,6,15,4800
7976,1979,6,15,5015
7977,1979,6,16,4233
7978,1979,6,16,4428
7979,1979,6,17,4000
7980,1979,6,17,4175
7981,1979,6,18,4668
7982,1979,6,18,5064
7983,1979,6,19,4907
7984,1979,6,19,5107
7985,1979,6,20,4972
7986,1979,6,20,5119
7987,1979,6,21,4753
7988,1979,6,21,5015
7989,1979,6,22,4837
7990,1979,6,22,5170
7991,1979,6,23,4065
7992,1979,6,23,4420
7993,1979,6,24,3937
7994,1979,6,24,4195
7995,1979,6,25,4649
7996,1979,6,25,4923
7997,1979,6,26,4974
7998,1979,6,26,5142
7999,1979,6,27,4913
8000,1979,6,27,5168
8001,1979,6,28,4942
8002,1979,6,28,5144
8003,1979,6,29,4993
8004,1979,6,29,5260
8005,1979,6,30,4295
8006,1979,6,30,4628
8007,1979,6,99,2
8008,1979,7,1,4218
8009,1979,7,1,4345
8010,1979,7,2,4929
8011,1979,7,2,5146
8012,1979,7,3,5010
8013,1979,7,3,5506
8014,1979,7,4,4256
8015,1979,7,4,4452
8016,1979,7,5,4781
8017,1979,7,5,5165
8018,1979,7,6,4996
8019,1979,7,6,5357
8020,1979,7,7,4309
8021,1979,7,7,4708
8022,1979,7,8,4243
8023,1979,7,8,4381
8024,1979,7,9,5117
8025,1979,7,9,5438
8026,1979,7,10,5229
8027,1979,7,10,5564
8028,1979,7,11,5104
8029,1979,7,11,5264
8030,1979,7,12,5150
8031,1979,7,12,5579
8032,1979,7,13,5212
8033,1979,7,13,5498
8034,1979,7,14,4514
8035,1979,7,14,4830
8036,1979,7,15,4354
8037,1979,7,15,4658
8038,1979,7,16,5101
8039,1979,7,16,5380
8040,1979,7,17,5282
8041,1979,7,17,5545
8042,1979,7,18,5126
8043,1979,7,18,5405
8044,1979,7,19,5176
8045,1979,7,19,5280
8046,1979,7,20,5196
8047,1979,7,20,5472
8048,1979,7,21,4502
8049,1979,7,21,4646
8050,1979,7,22,4314
8051,1979,7,22,4559
8052,1979,7,23,5101
8053,1979,7,23,5504
8054,1979,7,24,5255
8055,1979,7,24,5596
8056,1979,7,25,5296
8057,1979,7,25,5441
8058,1979,7,26,5095
8059,1979,7,26,5568
8060,1979,7,27,5226
8061,1979,7,27,5574
8062,1979,7,28,4599
8063,1979,7,28,4819
8064,1979,7,29,4468
8065,1979,7,29,4426
8066,1979,7,30,5210
8067,1979,7,30,5324
8068,1979,7,31,5265
8069,1979,7,31,5577
8070,1979,7,99,2
8071,1979,8,1,5320
8072,1979,8,1,5556
8073,1979,8,2,5217
8074,1979,8,2,5475
8075,1979,8,3,5260
8076,1979,8,3,5537
8077,1979,8,4,4649
8078,1979,8,4,4778
8079,1979,8,5,4335
8080,1979,8,5,4552
8081,1979,8,6,5276
8082,1979,8,6,5377
8083,1979,8,7,5220
8084,1979,8,7,5633
8085,1979,8,8,5298
8086,1979,8,8,5532
8087,1979,8,9,5044
8088,1979,8,9,5526
8089,1979,8,10,5234
8090,1979,8,10,5600
8091,1979,8,11,4583
8092,1979,8,11,4703
8093,1979,8,12,4357
8094,1979,8,12,4364
8095,1979,8,13,5081
8096,1979,8,13,5015
8097,1979,8,14,5392
8098,1979,8,14,5542
8099,1979,8,15,5083
8100,1979,8,15,5407
8101,1979,8,16,5113
8102,1979,8,16,5273
8103,1979,8,17,5176
8104,1979,8,17,5222
8105,1979,8,18,4584
8106,1979,8,18,4657
8107,1979,8,19,4475
8108,1979,8,19,4721
8109,1979,8,20,5319
8110,1979,8,20,5341
8111,1979,8,21,5369
8112,1979,8,21,5541
8113,1979,8,22,5142
8114,1979,8,22,5423
8115,1979,8,23,5193
8116,1979,8,23,5507
8117,1979,8,24,5181
8118,1979,8,24,5390
8119,1979,8,25,4564
8120,1979,8,25,4761
8121,1979,8,26,4329
8122,1979,8,26,4595
8123,1979,8,27,5135
8124,1979,8,27,5442
8125,1979,8,28,5444
8126,1979,8,28,5605
8127,1979,8,29,5001
8128,1979,8,29,5533
